set_num,set_name,piece_count,real_price,real_ppp,theme_cat,theme_lic
60043-1,Prisoner Transporter,196,24.99,0.13,Standard,FALSE
8350-1,Pro Stunt,30,5.07,0.17,Standard,FALSE
4752-1,Professor Lupin's Classroom,156,24.66,0.16,Standard,TRUE
8404-1,Public Transport Station,864,106.82,0.12,Standard,FALSE
5611-1,Public Works,31,3.78,0.12,Standard,FALSE
6383-1,Public Works Center,421,76.88,0.18,Standard,FALSE
3540-1,Puck Passer,44,10.13,0.23,Standard,FALSE
818-1,Pull-Back Motor / Red,8,21.83,2.73,Standard,FALSE
6811-1,Pulsar Charger,26,5.35,0.21,Standard,FALSE
4575-1,Pulse,8,3.95,0.49,Standard,FALSE
6354-1,Pursuit Squad,171,27.63,0.16,Standard,FALSE
4719-1,Quality Quidditch Supplies,120,12.66,0.11,Standard,TRUE
4195-1,Queen Anne's Revenge,1094,124.27,0.11,Standard,TRUE
7572-1,Quest Against Time,506,53.41,0.11,Standard,TRUE
4737-1,Quidditch Match,153,21.36,0.14,Standard,TRUE
4726-1,Quidditch Practice,128,16.84,0.13,Standard,TRUE
6869-1,Quinjet Aerial Battle,735,71.02,0.1,Standard,TRUE
8009-1,R2-D2,240,25.9,0.11,Standard,TRUE
10225-1,R2-D2,2127,182.63,0.09,Standard,TRUE
65081-1,R2-D2 / C-3PO Droid Collectors Set,581,51.8,0.09,Standard,TRUE
60053-1,Race Car,100,9.99,0.1,Standard,FALSE
7622-1,Race for the Stolen Treasure,272,32.45,0.12,Standard,TRUE
8162-1,Race Rig,104,14.11,0.14,Standard,FALSE
8159-1,Racer X & Taejo Togokhan,237,21.63,0.09,Standard,FALSE
65062-1,Racers Turbo Pack,87,12.95,0.15,Standard,FALSE
8131-1,Raceway Rider,51,5.61,0.11,Standard,FALSE
60084-1,Racing Bike Transporter,178,19.99,0.11,Standard,FALSE
30150-1,Racing Car,37,5.06,0.14,Standard,FALSE
5563-1,Racing Truck,788,111.86,0.14,Standard,FALSE
8201-1,Radiator Springs Classic Mater,52,7.24,0.14,Standard,TRUE
8200-1,Radiator Springs Lightning McQueen,35,7.24,0.21,Standard,TRUE
6589-1,Radical Racer,82,14.29,0.17,Standard,FALSE
5599-1,Radio Control Racer,295,105.23,0.36,Standard,FALSE
5600-1,Radio Control Racer,298,114.33,0.38,Standard,FALSE
6829-1,Radon Rover,53,8.71,0.16,Standard,FALSE
1185-1,Raft,25,2.8,0.11,Standard,FALSE
6261-1,Raft Raiders,81,22,0.27,Standard,FALSE
5981-1,Raid VPR,69,10.67,0.15,Standard,FALSE
6718-1,Raindance Ridge,74,11.61,0.16,Standard,FALSE
1821-1,Rally Racers,196,16.33,0.08,Standard,FALSE
8133-1,Rally Rider,51,5.61,0.11,Standard,FALSE
8120-1,Rally Sprinter,47,5.42,0.12,Standard,FALSE
8491-1,Ram Rod,72,10.81,0.15,Standard,FALSE
8198-1,Ramp Crash,145,16.01,0.11,Standard,FALSE
75005-1,Rancor Pit,380,59.99,0.16,Standard,TRUE
3584-1,Rapid Return,47,10.13,0.22,Standard,FALSE
6766-1,Rapid River Village,353,87.09,0.25,Standard,FALSE
6763-1,Rapid River Village,343,90.65,0.26,Standard,FALSE
5884-1,Raptor Chase,259,30.43,0.12,Standard,FALSE
1370-1,Raptor Rumble,157,26.31,0.17,Standard,FALSE
8784-1,Rascus,50,9.87,0.2,Standard,FALSE
9443-1,Rattlecopter,327,30.43,0.09,Standard,FALSE
6639-1,Raven Racer,66,11.08,0.17,Standard,FALSE
70012-2,Razar's CHI Raider,412,39.99,0.1,Standard,FALSE
70000-1,Razcal's Glider,109,11.99,0.11,Standard,FALSE
4589-1,RC Nitro Flash,136,90.65,0.67,Standard,FALSE
8475-1,RC Race Buggy,284,168.36,0.59,Standard,FALSE
10019-1,Rebel Blockade Runner,1747,263.08,0.15,Standard,TRUE
6897-1,Rebel Hunter,140,34.87,0.25,Standard,FALSE
6538-1,Rebel Roadster,57,7.07,0.12,Standard,FALSE
7668-1,Rebel Scout Speeder,82,10.81,0.13,Standard,TRUE
4500-1,Rebel Snowspeeder,214,24.66,0.12,Standard,TRUE
10129-1,Rebel Snowspeeder,1455,164.62,0.11,Standard,TRUE
8083-1,Rebel Trooper Battle Pack,79,12.81,0.16,Standard,TRUE
66512-1,Rebels Co-Pack,1163,109.99,0.09,Standard,TRUE
7314-1,Recon Mech RP,194,26.31,0.14,Standard,FALSE
6107-1,Recon Ray,20,4.29,0.21,Standard,FALSE
6889-1,Recon Robot,135,18.86,0.14,Standard,FALSE
6564-1,Recycle Truck,35,10.52,0.3,Standard,FALSE
6668-1,Recycle Truck,109,15.36,0.14,Standard,FALSE
7991-1,Recycle Truck,206,19.09,0.09,Standard,FALSE
4206-2,Recycling Truck,297,30.43,0.1,Standard,FALSE
8493-1,Red Ace,82,10.81,0.13,Standard,FALSE
3559-1,Red and Blue Player,40,5.07,0.13,Standard,FALSE
10024-1,Red Baron,664,64.75,0.1,Standard,FALSE
6289-1,Red Beard Runner,703,146.99,0.21,Standard,FALSE
6290-1,Red Beard Runner,698,131.54,0.19,Standard,FALSE
8378-1,Red Beast RC,65,49.33,0.76,Standard,FALSE
830-1,Red Bricks Parts Pack,46,13.43,0.29,Standard,FALSE
4105-3,Red Bucket,487,11.56,0.02,Standard,FALSE
4582-1,Red Bullet,29,5.18,0.18,Standard,FALSE
3677-1,Red Cargo Train,831,165.69,0.2,Standard,FALSE
626-2,Red Cross Helicopter,37,19.65,0.53,Standard,FALSE
7422-1,Red Eagle,33,5.07,0.15,Standard,FALSE
10240-1,Red Five X-wing Starfighter,1559,199.99,0.13,Standard,TRUE
6619-1,Red Four Wheel Driver,20,2.71,0.14,Standard,FALSE
5533-1,Red Fury,393,69.92,0.18,Standard,FALSE
6526-1,Red Line Racer,47,7.51,0.16,Standard,FALSE
8380-1,Red Maniac,83,12.33,0.15,Standard,FALSE
4592-1,Red Monster,25,5.18,0.21,Standard,FALSE
7311-1,Red Planet Cruiser,73,9.21,0.13,Standard,FALSE
7313-1,Red Planet Protector,194,26.31,0.14,Standard,FALSE
820-1,Red Plates Parts Pack,34,13.43,0.39,Standard,FALSE
3558-1,Red Player and Goal,33,5.07,0.15,Standard,FALSE
839-1,Red Roof Bricks Parts Pack / 33ç,42,13.43,0.32,Standard,FALSE
838-1,Red Roof Bricks Parts Pack / 45ç,58,13.43,0.23,Standard,FALSE
3407-1,Red Team Transport,133,27.06,0.2,Standard,FALSE
2774-1,Red Tiger,141,20.97,0.15,Standard,FALSE
9484-1,Red's Water Rescue,199,20.28,0.1,Standard,TRUE
311-5,Remote Control Car Set,175,90,0.51,Standard,FALSE
6954-1,Renegade,313,61.52,0.2,Standard,FALSE
6268-1,Renegade Runner,178,64.08,0.36,Standard,FALSE
6234-1,Renegade's Raft,38,5.56,0.15,Standard,FALSE
30229-1,Repair Lift,40,3.49,0.09,Standard,FALSE
3179-1,Repair Truck,118,13.88,0.12,Standard,FALSE
75007-1,Republic Assault Ship & Coruscant,74,9.99,0.14,Standard,TRUE
30053-1,Republic Attack Cruiser,41,4.13,0.1,Standard,TRUE
7676-1,Republic Attack Gunship,1034,129.83,0.13,Standard,TRUE
30050-1,Republic Attack Shuttle,54,3.73,0.07,Standard,TRUE
8019-1,Republic Attack Shuttle,636,65.14,0.1,Standard,TRUE
75045-1,Republic AV-7 Anti-Vehicle Cannon,434,39.99,0.09,Standard,TRUE
7665-1,Republic Cruiser,919,101.11,0.11,Standard,TRUE
10195-1,Republic Dropship with AT-OT Walker,1758,271.45,0.15,Standard,TRUE
7679-1,Republic Fighter Tank,592,54.09,0.09,Standard,TRUE
30242-1,Republic Frigate,45,4.99,0.11,Standard,TRUE
7964-1,Republic Frigate,1015,124.27,0.12,Standard,TRUE
4490-1,Republic Gunship,102,8.86,0.09,Standard,TRUE
75076-1,Republic Gunship,105,9.99,0.1,Standard,TRUE
7163-1,Republic Gunship,693,116.56,0.17,Standard,TRUE
75021-1,Republic Gunship,1175,119.99,0.1,Standard,TRUE
9497-1,Republic Striker-class Starfighter,376,45.65,0.12,Standard,TRUE
8091-1,Republic Swamp Speeder,176,32.04,0.18,Standard,TRUE
75001-1,Republic Troopers vs. Sith Troopers,63,12.99,0.21,Standard,TRUE
6473-1,Res-Q Cruiser,305,50.02,0.16,Standard,FALSE
2962-1,Res-Q Lifeguard,70,9.65,0.14,Standard,FALSE
1097-1,Res-Q Runner,18,2.8,0.16,Standard,FALSE
7044-1,Rescue Chopper,205,24.66,0.12,Standard,FALSE
4762-1,Rescue from the Merpeople,175,23.86,0.14,Standard,TRUE
7903-1,Rescue Helicopter,249,23.1,0.09,Standard,FALSE
6482-1,Rescue Helicopter,198,65.75,0.33,Standard,FALSE
70813-1,Rescue Reinforcements,859,69.99,0.08,Standard,FALSE
6670-1,Rescue Rig,114,14.91,0.13,Standard,FALSE
6511-1,Rescue Runabout,38,11.62,0.31,Standard,FALSE
5921-1,Research Glider,57,8.12,0.14,Standard,FALSE
21110-1,Research Institute,165,19.99,0.12,Standard,FALSE
79000-1,Riddles for the Ring,105,10.14,0.1,Standard,TRUE
6379-1,Riding Stable,275,55.26,0.2,Standard,FALSE
6424-1,Rig Racers,101,28.58,0.28,Standard,FALSE
70100-1,Ring of Fire,83,14.99,0.18,Standard,FALSE
8494-1,Ring of Fire,268,32.45,0.12,Standard,FALSE
4574-1,Rip,8,3.95,0.49,Standard,FALSE
4002-1,Riptide Racer,54,19.3,0.36,Standard,FALSE
7326-1,Rise of the Sphinx,527,51.77,0.1,Standard,FALSE
7625-1,River Chase,234,21.63,0.09,Standard,TRUE
8111-1,River Dragon,112,8.65,0.08,Standard,FALSE
5976-1,River Expedition,318,69.92,0.22,Standard,FALSE
8968-1,River Heist,203,21.71,0.11,Standard,FALSE
5901-1,River Raft,19,6.29,0.33,Standard,FALSE
5902-1,River Raft,19,6.29,0.33,Standard,FALSE
6451-1,River Response,153,28.58,0.19,Standard,FALSE
6665-1,River Runners,77,11.4,0.15,Standard,FALSE
70160-1,Riverside Raid,88,11.99,0.14,Standard,FALSE
5930-1,Road Construction Building Set,121,10.35,0.09,Standard,FALSE
6187-1,Road Construction Set,300,21.63,0.07,Standard,FALSE
8664-1,Road Hero,55,4.62,0.08,Standard,FALSE
6644-1,Road Rebel,68,10.69,0.16,Standard,FALSE
6431-1,Road Rescue,48,5.72,0.12,Standard,FALSE
6306-1,Road Signs,12,7.07,0.59,Standard,FALSE
6315-1,Road Signs,11,5.91,0.54,Standard,FALSE
6427-1,Road Signs,43,8.39,0.2,Standard,FALSE
6549-1,Roadblock Runners,183,43.54,0.24,Standard,FALSE
6434-1,Roadside Repair,210,69.92,0.33,Standard,FALSE
6088-1,Robber's Retreat,277,42.88,0.15,Standard,FALSE
4438-1,Robbers' Hideout,317,40.58,0.13,Standard,FALSE
21010-1,Robie House,2276,207.12,0.09,Standard,FALSE
30166-1,Robin and Redbird Cycle,40,4.99,0.12,Standard,TRUE
7885-1,Robin's Scuba Jet: Attack of The Penguin,207,21.63,0.1,Standard,TRUE
8970-1,Robo Attack,414,54.28,0.13,Standard,FALSE
2154-1,Robo Master,366,52.25,0.14,Standard,FALSE
2151-1,Robo Raider,136,17.42,0.13,Standard,FALSE
2152-1,Robo Raptor,221,29.03,0.13,Standard,FALSE
2153-1,Robo Stalker,280,43.54,0.16,Standard,FALSE
6949-1,Robo-Guardian,369,56.59,0.15,Standard,FALSE
6273-1,Rock Island Refuge,381,112.89,0.3,Standard,FALSE
8963-1,Rock Wrecker,225,37.99,0.17,Standard,FALSE
21007-1,Rockefeller Center,240,41.42,0.17,Standard,FALSE
6616-1,Rocket Dragster,147,27.06,0.18,Standard,FALSE
5002145-1,Rocket Raccoon,13,4.99,0.38,Standard,TRUE
comcon034-1,Rocket Raccoon's Warbird,145,39.99,0.28,Standard,TRUE
6491-1,Rocket Racer,58,6.68,0.12,Standard,FALSE
3831-1,Rocket Ride,279,32.45,0.12,Standard,TRUE
6254-1,Rocky Reef,103,22.93,0.22,Standard,FALSE
6552-1,Rocky River Retreat,241,47.96,0.2,Standard,FALSE
8302-1,Rod Rider,48,6.2,0.13,Standard,FALSE
70131-1,Rogon's Rock Flinger,257,29.99,0.12,Standard,FALSE
8821-1,Rogue Knight Battleship,152,23.11,0.15,Standard,FALSE
7672-1,Rogue Shadow,482,54.09,0.11,Standard,TRUE
41527-1,Rokit,66,4.99,0.08,Standard,TRUE
6419-1,Rolling Acres Ranch,364,76.38,0.21,Standard,FALSE
7301-1,Rover,28,3.95,0.14,Standard,FALSE
6078-1,Royal Drawbridge,258,45.86,0.18,Standard,FALSE
6095-1,Royal Joust,101,27.06,0.27,Standard,FALSE
6008-1,Royal King,10,4.59,0.46,Standard,FALSE
6090-1,Royal Knight's Castle,764,145.22,0.19,Standard,FALSE
70108-1,Royal Roost,105,14.99,0.14,Standard,FALSE
8655-1,RX-Sprinter,58,4.77,0.08,Standard,FALSE
70232-1,Saber Tooth Tiger Tribe Pack,74,9.99,0.14,Standard,FALSE
6265-1,Sabre Island,96,29.12,0.3,Standard,FALSE
9498-1,Saesee Tiin's Jedi Starfighter,244,30.43,0.12,Standard,TRUE
4637-1,Safari Building Set,152,10.14,0.07,Standard,FALSE
6543-1,Sail N' Fly Marina,709,133.61,0.19,Standard,FALSE
5914-1,Sam Sanister and Baby T,21,4.06,0.19,Standard,FALSE
850632-1,Samurai Accessory Set,36,14.99,0.42,Standard,FALSE
9448-1,Samurai Mech,452,40.58,0.09,Standard,FALSE
6083-2,Samurai Stronghold,198,28.58,0.14,Standard,FALSE
6013-1,Samurai Swordsman,13,4.29,0.33,Standard,FALSE
9566-1,Samurai X,23,10.14,0.44,Standard,FALSE
6411-1,Sand Dollar Caf_,168,49.4,0.29,Standard,FALSE
6528-1,Sand Storm Racer,39,7.05,0.18,Standard,FALSE
10144-1,Sandcrawler,1669,166.98,0.1,Standard,TRUE
75059-1,Sandcrawler,3296,299.99,0.09,Standard,TRUE
1721-1,Sandypoint Marina Value Pack,155,23.58,0.15,Standard,FALSE
1627-1,Santa,36,2.44,0.07,Standard,FALSE
1555-1,Santa Claus,19,2.13,0.11,Standard,FALSE
2878-1,Santa Claus,16,2.9,0.18,Standard,FALSE
1807-1,Santa Claus and Sleigh,17,3.06,0.18,Standard,FALSE
1628-1,Santa with Reindeer and Sleigh,63,5.64,0.09,Standard,FALSE
10245-1,Santa's Workshop,883,69.99,0.08,Standard,FALSE
8785-1,Santis,50,9.87,0.2,Standard,FALSE
3366-1,Satellite Launch Pad,165,20.7,0.13,Standard,FALSE
6458-1,Satellite with Astronaut,32,4.19,0.13,Standard,FALSE
7468-1,Saturn V Moon Mission,178,25.33,0.14,Standard,FALSE
6939-1,Saucer Centurion,222,42.44,0.19,Standard,FALSE
6835-1,Saucer Scout,47,6.29,0.13,Standard,FALSE
7305-1,Scarab Attack,44,5.17,0.12,Standard,FALSE
1382-1,Scary Laboratory,493,64.75,0.13,Standard,FALSE
70149-1,Scorching Blades,77,12.99,0.17,Standard,FALSE
70132-1,Scorm's Scorpion Stinger,434,39.99,0.09,Standard,FALSE
41522-1,Scorpi,70,4.99,0.07,Standard,TRUE
6602-2,Scorpion Buggy,78,13.53,0.17,Standard,FALSE
1737-1,Scorpion Detector,196,29.69,0.15,Standard,FALSE
6938-1,Scorpion Detector,196,35.63,0.18,Standard,FALSE
4774-1,Scorpion Orb Launcher,227,23.86,0.11,Standard,FALSE
7418-1,Scorpion Palace,341,63.32,0.19,Standard,FALSE
8876-1,Scorpion Prison Cave,280,47.71,0.17,Standard,FALSE
7327-1,Scorpion Pyramid,792,103.55,0.13,Standard,FALSE
5918-1,Scorpion Tracker,35,5.72,0.16,Standard,FALSE
4572-1,Scratch,8,3.95,0.49,Standard,FALSE
6646-1,Screaming Patriot,65,11.55,0.18,Standard,FALSE
6556-1,Scuba Squad,77,12.7,0.16,Standard,FALSE
8654-1,Scuderia Ferrari Truck,813,95.41,0.12,Standard,FALSE
1822-1,Sea Claw 7,192,30.57,0.16,Standard,FALSE
6109-1,Sea Creeper,79,14.29,0.18,Standard,FALSE
6555-1,Sea Hunter,30,6.53,0.22,Standard,FALSE
8072-1,Sea Jet,23,4.26,0.19,Standard,FALSE
5521-1,Sea Jet,401,58.84,0.15,Standard,FALSE
6252-1,Sea Mates,32,11.69,0.37,Standard,FALSE
1817-1,Sea Plane with Hut and Boat,135,22.27,0.16,Standard,FALSE
6160-1,Sea Scorpion,301,50.02,0.17,Standard,FALSE
6057-1,Sea Serpent,126,27.4,0.22,Standard,FALSE
6125-1,Sea Sprint 9,32,6.11,0.19,Standard,FALSE
8059-1,Seabed Scavenger,119,16.01,0.13,Standard,FALSE
7977-1,Seabed Strider,105,10.35,0.1,Standard,FALSE
3178-1,Seaplane,102,11.74,0.12,Standard,FALSE
6545-1,Search N' Rescue,286,39.35,0.14,Standard,FALSE
21000-1,Sears Tower,69,21.63,0.31,Standard,FALSE
6401-1,Seaside Cabana,45,11.21,0.25,Standard,FALSE
6489-1,Seaside Holiday Cottage,86,19.23,0.22,Standard,FALSE
21003-1,Seattle Space Needle,57,21.71,0.38,Standard,FALSE
4485-1,Sebulba's Podracer & Anakin's Podracer,72,5.07,0.07,Standard,TRUE
9675-1,Sebulba's Podracer & Tatooine,80,10.14,0.13,Standard,TRUE
7409-1,Secret of the Tomb,42,5.07,0.12,Standard,FALSE
8199-1,Security Smash,135,16.01,0.12,Standard,FALSE
41504-1,Seismo,50,4.99,0.1,Standard,TRUE
75088-1,Senate Commando Troopers,106,12.99,0.12,Standard,TRUE
2255-1,Sensei Wu,20,10.35,0.52,Standard,FALSE
7709-1,Sentai Headquarters,1448,115.55,0.08,Standard,FALSE
7711-1,Sentry,78,5.77,0.07,Standard,FALSE
8036-1,Separatist Shuttle,259,32.56,0.13,Standard,TRUE
7681-1,Separatist Spider Droid,206,32.45,0.16,Standard,TRUE
7993-1,Service Station,402,44.93,0.11,Standard,FALSE
60073-1,Service Truck,233,24.99,0.11,Standard,FALSE
8104-1,Shadow Crawler,161,16.84,0.1,Standard,FALSE
8079-1,Shadow Snapper,246,32.04,0.13,Standard,FALSE
75079-1,Shadow Troopers,95,12.99,0.14,Standard,TRUE
7682-1,Shanghai Chase,244,32.56,0.13,Standard,TRUE
3050-1,Shanghai Surprise,104,16.78,0.16,Standard,FALSE
6599-1,Shark Attack,58,14.51,0.25,Standard,FALSE
6558-1,Shark Cage Cove,187,43.54,0.23,Standard,FALSE
6115-1,Shark Scout,28,5.35,0.19,Standard,FALSE
6190-1,Shark's Crystal Cave,258,74.24,0.29,Standard,FALSE
1255-1,Shell Car Wash,137,18.18,0.13,Standard,FALSE
1254-1,Shell Convenience Store,159,18.18,0.11,Standard,FALSE
1253-1,Shell Race Car Transporter,102,8.74,0.09,Standard,FALSE
1256-1,Shell Service Station,144,27.97,0.19,Standard,FALSE
6378-1,Shell Service Station,291,54.2,0.19,Standard,FALSE
1252-1,Shell Tanker,107,9.79,0.09,Standard,FALSE
9470-1,Shelob Attacks,227,20.28,0.09,Standard,TRUE
6755-1,Sheriff's Lock-Up,176,37.12,0.21,Standard,FALSE
6764-1,Sheriff's Lock-Up,171,38.85,0.23,Standard,FALSE
6712-1,Sheriff's Showdown,28,5.94,0.21,Standard,FALSE
76042-1,SHIELD Helicarrier,2996,349.99,0.12,Standard,TRUE
70409-1,Shipwreck Defence,84,12.99,0.15,Standard,FALSE
6253-1,Shipwreck Hideout,310,43.42,0.14,Standard,FALSE
6260-1,Shipwreck Island,71,22.54,0.32,Standard,FALSE
6296-1,Shipwreck Island,216,44.17,0.2,Standard,FALSE
3422-1,Shoot 'n' Save,110,25.9,0.24,Standard,FALSE
3401-1,Shoot 'n' Score,22,8.12,0.37,Standard,FALSE
6417-1,Show Jumping Event,36,5.81,0.16,Standard,FALSE
6799-1,Showdown Canyon,75,14.51,0.19,Standard,FALSE
4570-1,Shredd,8,3.95,0.49,Standard,FALSE
79101-1,Shredder's Dragon Bike,198,24.99,0.13,Standard,TRUE
79122-1,Shredder's Lair Rescue,478,49.99,0.1,Standard,TRUE
4756-1,Shrieking Shack,444,61.66,0.14,Standard,TRUE
41505-1,Shuff,51,4.99,0.1,Standard,TRUE
10213-1,Shuttle Adventure,1204,106.82,0.09,Standard,FALSE
10231-1,Shuttle Expedition,1230,103.55,0.08,Standard,FALSE
6339-1,Shuttle Launch Pad,564,100.89,0.18,Standard,FALSE
6346-1,Shuttle Launching Crew,408,63.93,0.16,Standard,FALSE
6544-1,Shuttle Transcon 2,342,58.85,0.17,Standard,FALSE
8668-1,Side Rider,111,11.56,0.1,Standard,FALSE
6402-1,Sidewalk Caf_,47,11.4,0.24,Standard,FALSE
6012-1,Siege Cart,54,7.44,0.14,Standard,FALSE
6061-1,Siege Tower,216,39.24,0.18,Standard,FALSE
79110-1,Silver Mine Shootout,644,69.99,0.11,Standard,TRUE
7746-1,Single-Drum Roller,208,32.56,0.16,Standard,FALSE
8704-1,Sir Adric,40,11.56,0.29,Standard,FALSE
8791-1,Sir Danju,42,10.72,0.26,Standard,FALSE
70147-1,Sir Fangar's Ice Fortress,670,69.99,0.1,Standard,FALSE
70143-1,Sir Fangar's Sabre-Tooth Walker,415,39.99,0.1,Standard,FALSE
8792-1,Sir Jayko,43,10.74,0.25,Standard,FALSE
8703-1,Sir Kentis,43,11.56,0.27,Standard,FALSE
8793-1,Sir Rascus,44,10.74,0.24,Standard,FALSE
8794-1,Sir Santis,44,10.74,0.24,Standard,FALSE
4753-1,Sirius Black's Escape,188,24.66,0.13,Standard,TRUE
9500-1,Sith Fury-class Interceptor,741,91.31,0.12,Standard,TRUE
4493-1,Sith Infiltrator,55,8.63,0.16,Standard,TRUE
7663-1,Sith Infiltrator,310,33.69,0.11,Standard,TRUE
7151-1,Sith Infiltrator,244,41.95,0.17,Standard,TRUE
comcon019-1,Sith Infiltrator (SDCC 2012 exclusive),84,40.59,0.48,Standard,TRUE
7957-1,Sith Nightspeeder,213,25.88,0.12,Standard,TRUE
6738-1,Skateboard Challenge,108,25.9,0.24,Standard,FALSE
3535-1,Skateboard Street Park,69,12.66,0.18,Standard,FALSE
3537-1,Skateboard Vert Park Challenge,88,25.33,0.29,Standard,FALSE
6731-1,Skateboarding Pepper,11,5.18,0.47,Standard,FALSE
2519-1,Skeleton Bowling,371,31.06,0.08,Standard,FALSE
6232-1,Skeleton Crew,28,4.45,0.16,Standard,FALSE
853176-1,Skeleton Mummy Battle Pack,29,15.52,0.54,Standard,FALSE
7029-1,Skeleton Ship Attack,628,78.64,0.13,Standard,FALSE
6036-1,Skeleton Surprise,74,12.23,0.17,Standard,FALSE
7093-1,Skeleton Tower,398,56.17,0.14,Standard,FALSE
852272-1,Skeletons Battle Pack,43,16.22,0.38,Standard,FALSE
7092-1,Skeletons' Prison Carriage,193,22.46,0.12,Standard,FALSE
6279-1,Skull Island,378,81.02,0.21,Standard,FALSE
2259-1,Skull Motorbike,157,15.52,0.1,Standard,FALSE
2506-1,Skull Truck,515,62.13,0.12,Standard,FALSE
6286-1,Skull's Eye Schooner,912,203.94,0.22,Standard,FALSE
70107-1,Skunk Attack,97,14.99,0.15,Standard,FALSE
8103-1,Sky Guardian,144,16.84,0.12,Standard,FALSE
70114-1,Sky Joust,117,19.99,0.17,Standard,FALSE
70139-1,Sky Launch,111,12.99,0.12,Standard,FALSE
1100-1,Sky Pirates,109,22.36,0.21,Standard,FALSE
5526-1,Skyline,2747,155.07,0.06,Standard,FALSE
3548-1,Slam Dunk Trainer,19,5.07,0.27,Standard,FALSE
8470-1,Slammer G-Force,148,19.43,0.13,Standard,FALSE
3543-1,Slammer Goalie,45,10.13,0.23,Standard,FALSE
8469-1,Slammer Raptor,144,12.95,0.09,Standard,FALSE
8353-1,Slammer Rhino,220,25.33,0.12,Standard,FALSE
65182-1,Slammer Stadium,22,50.65,2.3,Standard,FALSE
3541-1,Slap Shot,45,10.13,0.23,Standard,FALSE
7144-1,Slave I,166,27.06,0.16,Standard,TRUE
6209-1,Slave I,537,57.77,0.11,Standard,TRUE
8097-1,Slave I,573,85.46,0.15,Standard,TRUE
75060-1,Slave I,1996,199.99,0.1,Standard,TRUE
6546-1,Slick Racer,39,5.94,0.15,Standard,FALSE
9573-1,Slithraa,20,10.14,0.51,Standard,FALSE
41509-1,Slumbo,61,4.99,0.08,Standard,TRUE
4735-1,Slytherin,90,12.95,0.14,Standard,TRUE
99-1,Small Basic Set,99,21.21,0.21,Standard,FALSE
120-2,Small Basic Set,120,21.82,0.18,Standard,FALSE
205-3,Small Basic Set,205,36.61,0.18,Standard,FALSE
3177-1,Small Car,43,5.33,0.12,Standard,FALSE
345-2,Small Play Bucket / 3+,131,27.41,0.21,Standard,FALSE
5982-1,Smash 'n' Grab,188,21.36,0.11,Standard,FALSE
8304-1,Smokin' Slickster,44,6.2,0.14,Standard,FALSE
6258-1,Smuggler's Shanty,70,15.36,0.22,Standard,FALSE
4577-1,Snake,8,3.95,0.49,Standard,FALSE
8896-1,Snake Canyon,57,10.67,0.19,Standard,FALSE
6733-1,Snap's Cruiser,19,5.18,0.27,Standard,FALSE
4705-1,Snape's Class,163,26.31,0.16,Standard,TRUE
9564-1,Snappa,20,10.14,0.51,Standard,FALSE
6358-1,Snorkel Squad,153,27.68,0.18,Standard,FALSE
6626-2,Snow Scooter,20,2.71,0.14,Standard,FALSE
6577-1,Snow Scooter,21,2.71,0.13,Standard,FALSE
3536-1,Snowboard Big Air Comp,82,19,0.23,Standard,FALSE
3538-1,Snowboard Boarder Cross Race,195,37.99,0.19,Standard,FALSE
3585-1,Snowboard Super Pipe,227,63.32,0.28,Standard,FALSE
1625-1,Snowman,40,2.44,0.06,Standard,FALSE
1710-1,Snowmobile,24,3.14,0.13,Standard,FALSE
60083-1,Snowplough Truck,196,19.99,0.1,Standard,FALSE
75074-1,Snowspeeder,97,9.99,0.1,Standard,TRUE
7130-1,Snowspeeder,215,27.97,0.13,Standard,TRUE
75049-1,Snowspeeder,278,29.99,0.11,Standard,TRUE
75009-1,Snowspeeder & Hoth,69,9.99,0.14,Standard,TRUE
8084-1,Snowtrooper Battle Pack,74,12.81,0.17,Standard,TRUE
78800-1,Soccer Co-Pack,129,26.31,0.2,Standard,FALSE
7315-1,Solar Explorer,242,46.04,0.19,Standard,FALSE
6952-1,Solar Power Transporter,317,79.02,0.25,Standard,FALSE
6957-1,Solar Snooper,255,59.78,0.23,Standard,FALSE
8396-1,Soldier's Arsenal,17,3.79,0.22,Standard,FALSE
70412-1,Soldiers Fort,234,29.99,0.13,Standard,FALSE
70410-1,Soldiers Outpost,164,19.99,0.12,Standard,FALSE
6242-1,Soldiers' Fort,367,54.28,0.15,Standard,FALSE
6110-1,Solo Sub,25,5.72,0.23,Standard,FALSE
6673-1,Solo Trainer,74,14.26,0.19,Standard,FALSE
21004-1,Solomon Guggenheim Museum,208,43.42,0.21,Standard,FALSE
6852-1,Sonar Security,61,9.67,0.16,Standard,FALSE
6783-1,Sonar Transmitting Cruiser,363,98.46,0.27,Standard,FALSE
7704-1,Sonic Phantom,215,23.11,0.11,Standard,FALSE
6907-1,Sonic Stinger,96,31.44,0.33,Standard,FALSE
6909-1,Sonic Stinger (Promotional Pack),96,28.58,0.3,Standard,FALSE
3451-1,Sopwith Camel,574,65.77,0.11,Standard,FALSE
10226-1,Sopwith Camel,883,101.45,0.11,Standard,FALSE
4701-1,Sorting Hat,48,9.21,0.19,Standard,TRUE
6781-1,SP-Striker,230,52.6,0.23,Standard,FALSE
3368-1,Space Centre,494,72.48,0.15,Standard,FALSE
487-1,Space Cruiser,170,35.73,0.21,Standard,FALSE
6705-1,Space Explorers,39,9.43,0.24,Standard,FALSE
